"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"46626619347050496","","","2011-03-12 17:40:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","It's sad to see India loosing the game despite being in good condition! Sad thing is that we can't defend even big score like 300.","","","",""
"43732874628829184","","","2011-03-04 18:01:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Absence from whom we love is worse than death, and frustrates hope severer than despair.","","","",""
"41186856989237248","41185983647072256","257543051","2011-02-25 17:24:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@saha_anurag Welcome buddy...
well... wid d start itself u went up wid ur philo?? :D","","","",""
"41186617393815552","","","2011-02-25 17:23:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @saha_anurag: There are a lot of the things about me that aren't what you thought. But if you love me, you have to love all things ab ...","41185983647072256","257543051","2011-02-25 17:21:18 +0000",""
"24167780064436225","","","2011-01-09 18:17:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Therz always going 2 be people that hurt u so what u hav to do is keep on trusting n just be more careful about who u trust nxt time around.","","","",""
"437646820114432","","","2010-11-05 06:41:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wishing all my frnds a very happiee n safe Diwali! :) Let this Diwali bring all of us all happiness and prosperity! :) :)","","","",""
"27610985637","","","2010-10-17 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Celebrate the victory of the forces of good over Evil.Lets celebrate an auspicious day to begin new things in life...HAPPY DUSSERA.","","","",""
"19360497977","","","2010-07-23 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Had a wonderful trek at mahuli(2785feets)...!","","","",""
"18627517225","","","2010-07-15 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","India finally with a symbol for Rupee. Way to go...!!!","","","",""
"18021505186","","","2010-07-08 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Itz so weird when you realise an Octopus knows more about football than you :D","","","",""
"18023566638","18022993276","79538420","2010-07-08 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans i dunno exactly how it predicts but it was wrong only once and that was also a game between Germany and Spain.","","","",""
"17843941817","16911845628","79538420","2010-07-06 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans Happiee budday bro!!!","","","",""
"17894968857","","","2010-07-06 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I really want holland to win coz Van persie plays for Arsenal and they've never won a WC. Also they
invented 'total football' which rocks\m/","","","",""
"16836140919","16789837552","79538420","2010-06-23 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans my classmate z wid me n my brother z dng phd over here.","","","",""
"16873789595","16862086979","79538420","2010-06-23 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans wat r u nxt plans?","","","",""
"16762474228","16717263934","79538420","2010-06-22 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans lolzz... it isnt exactly d same bt d ppl here really frndly.","","","",""
"16699387032","16563333491","79538420","2010-06-21 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans vacations keep coming bt nt  d projects :P so had 2 sacrifice. doesnt matter enjoying alot here in iit too.... bdw wer r u?","","","",""
"16713789889","16710815827","79538420","2010-06-21 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans nah! therz a compulsion here dat v need 2 stay for 2months so i gonna miss my classes tooo... hehe :D","","","",""
"16599150496","","","2010-06-20 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Happy Father's Day to all the fathers out there! Hope everyone has a great Sunday with those great father figures.
Miss u dad... !!!","","","",""
"16561541380","14569951583","79538420","2010-06-19 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@sreesharans im sry for too late :P :P i dint see ur msg.  yeah dng project over here on bilingual dictionary.","","","",""
"14598598907","14598186216","52399567","2010-05-24 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rocknrollin1989 i ll txt u dood...","","","",""
"14569768794","","","2010-05-23 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","reached IIT-B 2day n had a nice sleep after so many days :) Have 2 start working on our proj 4m 2moro...","","","",""
"14490570798","","","2010-05-22 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uffff.... atlast done wid ma examz.","","","",""
"14490624512","","","2010-05-22 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leaving for mumbai 2nite :) n i ll be bak 2 hyd after 2months.","","","",""
"14404682511","","","2010-05-21 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1more exam to go but no mood 2 study :(
enjoying d laila... :D","","","",""
"13703891060","","","2010-05-10 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aaaahhh....! EXAMS season ahead.... :( need to be serioz atleast now.","","","",""
"13527792639","","","2010-05-07 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Im feeling bored and lonely... have a lot on my mind... no one to talk to, and nothing to do (downloading music but Im running out of songs)","","","",""
"13530045776","13528868171","52399567","2010-05-07 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@rocknrollin1989 done wid housefull... n no extra money. i need 2 save for ma parents mrrg day :)","","","",""
"13467988689","","","2010-05-06 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","One of the hardest things to teach is that the truth is more important than the consequences.","","","",""
"13468355965","","","2010-05-06 00:00:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Judgement day for kasab... will it be death or a life term in prison?","","","",""
